Transaction_ID,Date,Year,Month,Quarter,Category,Subcategory,Region,Country,Customer_Segment,Quantity,Unit_Price,Discount_Amount,Final_Unit_Price,Total_Amount,Shipping_Cost,Payment_Method,Order_Status,Customer_Satisfaction,Marketing_Channel
TXN_19746,2022-09-25,2022,9,Q3,Fashion,Accessories,Europe,Netherlands,New Customer,1,32.51,0.6,31.91,31.91,11.05,Credit Card,Delivered,5.0,Social Media
TXN_19747,2022-02-03,2022,2,Q1,Fashion,Accessories,Asia Pacific,India,Returning Customer,1,426.48,2.97,423.51,423.51,20.58,COD,Delivered,5.0,Organic Search
TXN_19748,2023-05-01,2023,5,Q2,Electronics,Audio,Asia Pacific,India,Corporate,1,1170.79,314.45,856.34,856.34,0.0,Digital Wallet,Delivered,4.0,Organic Search
TXN_19749,2023-12-22,2023,12,Q4,Fashion,Accessories,Latin America,Chile,Returning Customer,3,439.14,37.69,401.45,1204.35,0.0,Digital Wallet,Delivered,3.0,Paid Ads
TXN_19750,2023-07-17,2023,7,Q3,Electronics,Tablets,North America,Canada,New Customer,1,209.89,18.39,191.5,191.5,5.75,PayPal,Delivered,4.0,Direct
TXN_19751,2022-10-25,2022,10,Q4,Fashion,Footwear,Asia Pacific,Japan,New Customer,1,365.65,3.92,361.73,361.73,15.9,PayPal,Delivered,5.0,Social Media
TXN_19752,2023-03-22,2023,3,Q1,Fashion,Women Clothing,North America,USA,VIP Customer,2,441.6,59.42,382.18,764.36,0.0,Credit Card,Delivered,5.0,Email Campaign
TXN_19753,2022-05-06,2022,5,Q2,Fashion,Men Clothing,Asia Pacific,Japan,New Customer,1,318.22,11.95,306.27,306.27,8.8,PayPal,Delivered,3.0,Direct
TXN_19754,2023-02-12,2023,2,Q1,Fashion,Men Clothing,Asia Pacific,Singapore,Returning Customer,1,328.32,0.87,327.45,327.45,5.48,Digital Wallet,Delivered,5.0,Organic Search
TXN_19755,2023-12-30,2023,12,Q4,Fashion,Women Clothing,North America,USA,New Customer,1,633.69,10.91,622.78,622.78,0.0,Bank Transfer,Delivered,4.0,Organic Search
TXN_19756,2024-03-15,2024,3,Q1,Fashion,Women Clothing,North America,Mexico,Returning Customer,1,494.01,0.35,493.66,493.66,19.13,PayPal,Delivered,2.0,Paid Ads
TXN_19757,2022-08-28,2022,8,Q3,Electronics,Tablets,Europe,Netherlands,New Customer,1,598.91,13.84,585.07,585.07,0.0,PayPal,Delivered,3.0,Organic Search
TXN_19758,2022-01-15,2022,1,Q1,Home & Living,Kitchen,Europe,France,Returning Customer,1,935.31,12.35,922.96,922.96,0.0,Digital Wallet,Delivered,5.0,Organic Search
TXN_19759,2024-04-27,2024,4,Q2,Fashion,Women Clothing,North America,USA,New Customer,2,373.14,36.88,336.26,672.52,0.0,Digital Wallet,Delivered,5.0,Paid Ads
TXN_19760,2024-02-22,2024,2,Q1,Home & Living,Decor,Europe,France,Returning Customer,1,231.65,15.22,216.43,216.43,17.14,Digital Wallet,Delivered,5.0,Paid Ads
TXN_19761,2024-09-21,2024,9,Q3,Home & Living,Kitchen,North America,USA,Returning Customer,1,1424.52,13.48,1411.04,1411.04,0.0,PayPal,Delivered,4.0,Direct
TXN_19762,2022-01-17,2022,1,Q1,Home & Living,Decor,Latin America,Argentina,Returning Customer,1,1170.16,72.08,1098.08,1098.08,0.0,Bank Transfer,Delivered,4.0,Organic Search
TXN_19763,2022-05-09,2022,5,Q2,Home & Living,Kitchen,Europe,UK,VIP Customer,5,1258.93,131.37,1127.56,5637.8,0.0,PayPal,Delivered,5.0,Social Media
TXN_19764,2024-12-17,2024,12,Q4,Fashion,Accessories,Asia Pacific,Japan,Returning Customer,1,726.4,26.73,699.67,699.67,0.0,PayPal,Delivered,3.0,Paid Ads
TXN_19765,2024-08-04,2024,8,Q3,Electronics,Smartphones,Asia Pacific,Japan,VIP Customer,1,1094.59,155.75,938.84,938.84,0.0,COD,Delivered,5.0,Paid Ads
TXN_19766,2024-12-27,2024,12,Q4,Electronics,Audio,Asia Pacific,Singapore,New Customer,1,2043.88,102.54,1941.34,1941.34,0.0,PayPal,Delivered,5.0,Social Media
TXN_19767,2023-11-19,2023,11,Q4,Home & Living,Decor,North America,USA,Returning Customer,3,1719.41,94.37,1625.04,4875.12,0.0,Bank Transfer,Delivered,5.0,Email Campaign
TXN_19768,2022-07-05,2022,7,Q3,Sports,Outdoor Gear,Asia Pacific,Australia,New Customer,1,689.46,59.37,630.09,630.09,0.0,Bank Transfer,Delivered,1.0,Email Campaign
TXN_19769,2023-12-22,2023,12,Q4,Electronics,Audio,Latin America,Argentina,New Customer,1,1655.62,78.98,1576.64,1576.64,0.0,Credit Card,Cancelled,,Email Campaign
TXN_19770,2023-01-21,2023,1,Q1,Fashion,Women Clothing,North America,Mexico,VIP Customer,1,242.34,32.92,209.42,209.42,12.34,Credit Card,Delivered,3.0,Social Media
TXN_19771,2024-11-24,2024,11,Q4,Fashion,Footwear,Europe,Germany,Returning Customer,1,510.58,18.52,492.06,492.06,10.3,PayPal,Processing,,Social Media
TXN_19772,2022-05-22,2022,5,Q2,Fashion,Accessories,North America,Canada,VIP Customer,1,284.86,38.21,246.65,246.65,17.56,PayPal,Delivered,5.0,Social Media
TXN_19773,2024-02-26,2024,2,Q1,Electronics,Laptops,Europe,France,Returning Customer,2,1385.81,59.97,1325.84,2651.68,0.0,PayPal,Delivered,5.0,Organic Search
TXN_19774,2024-05-28,2024,5,Q2,Sports,Outdoor Gear,Asia Pacific,Singapore,VIP Customer,1,119.28,23.84,95.44,95.44,18.14,PayPal,Delivered,4.0,Organic Search
TXN_19775,2023-04-15,2023,4,Q2,Electronics,Tablets,Asia Pacific,India,New Customer,1,1953.05,25.8,1927.25,1927.25,0.0,Bank Transfer,Delivered,4.0,Paid Ads
TXN_19776,2023-08-31,2023,8,Q3,Electronics,Accessories,Europe,Netherlands,VIP Customer,1,133.64,20.45,113.19,113.19,16.98,Bank Transfer,Delivered,4.0,Organic Search
TXN_19777,2024-02-13,2024,2,Q1,Fashion,Men Clothing,Latin America,Brazil,VIP Customer,1,171.37,27.46,143.91,143.91,13.38,COD,Delivered,3.0,Social Media
TXN_19778,2023-08-11,2023,8,Q3,Home & Living,Kitchen,Latin America,Chile,Returning Customer,1,1030.95,43.53,987.42,987.42,0.0,Digital Wallet,Delivered,2.0,Email Campaign
TXN_19779,2023-09-22,2023,9,Q3,Sports,Fitness Equipment,North America,Mexico,Returning Customer,2,146.58,0.44,146.14,292.28,17.72,Digital Wallet,Delivered,4.0,Paid Ads
TXN_19780,2022-04-22,2022,4,Q2,Home & Living,Furniture,Latin America,Brazil,Returning Customer,1,188.2,8.07,180.13,180.13,10.93,Credit Card,Delivered,5.0,Organic Search
TXN_19781,2022-10-24,2022,10,Q4,Electronics,Laptops,Europe,France,New Customer,1,1362.79,69.28,1293.51,1293.51,0.0,COD,Delivered,4.0,Paid Ads
TXN_19782,2024-11-10,2024,11,Q4,Fashion,Men Clothing,North America,Mexico,Returning Customer,2,415.57,35.07,380.5,761.0,0.0,Credit Card,Delivered,3.0,Paid Ads
TXN_19783,2023-08-06,2023,8,Q3,Fashion,Footwear,Asia Pacific,Singapore,New Customer,1,349.56,29.04,320.52,320.52,10.24,Credit Card,Delivered,5.0,Paid Ads
TXN_19784,2023-01-05,2023,1,Q1,Fashion,Footwear,Europe,Germany,VIP Customer,1,307.3,76.42,230.88,230.88,6.18,COD,Delivered,1.0,Social Media
TXN_19785,2022-06-18,2022,6,Q2,Sports,Fitness Equipment,Europe,UK,New Customer,1,470.82,7.46,463.36,463.36,20.47,Bank Transfer,Delivered,4.0,Paid Ads
TXN_19786,2022-10-23,2022,10,Q4,Sports,Sportswear,North America,Mexico,New Customer,1,344.19,15.26,328.93,328.93,22.0,PayPal,Delivered,4.0,Email Campaign
TXN_19787,2024-04-12,2024,4,Q2,Electronics,Accessories,Asia Pacific,Singapore,VIP Customer,1,1452.87,235.06,1217.81,1217.81,0.0,Bank Transfer,Delivered,5.0,Organic Search
TXN_19788,2023-08-19,2023,8,Q3,Electronics,Audio,Latin America,Brazil,Returning Customer,2,927.29,43.8,883.49,1766.98,0.0,COD,Delivered,5.0,Email Campaign
TXN_19789,2023-12-17,2023,12,Q4,Home & Living,Kitchen,Latin America,Brazil,VIP Customer,1,2012.72,475.55,1537.17,1537.17,0.0,COD,Delivered,5.0,Organic Search
TXN_19790,2024-09-12,2024,9,Q3,Sports,Sportswear,Europe,France,New Customer,1,579.77,52.05,527.72,527.72,0.0,COD,Delivered,5.0,Paid Ads
TXN_19791,2024-06-27,2024,6,Q2,Home & Living,Furniture,Latin America,Brazil,VIP Customer,1,419.94,81.65,338.29,338.29,21.77,Bank Transfer,Delivered,3.0,Paid Ads
TXN_19792,2024-06-29,2024,6,Q2,Home & Living,Decor,Latin America,Argentina,Returning Customer,1,1308.47,21.47,1287.0,1287.0,0.0,Digital Wallet,Delivered,4.0,Direct
TXN_19793,2024-11-28,2024,11,Q4,Home & Living,Furniture,Europe,Netherlands,New Customer,1,189.71,18.13,171.58,171.58,19.64,PayPal,Delivered,4.0,Paid Ads
TXN_19794,2024-03-28,2024,3,Q1,Home & Living,Kitchen,North America,Canada,Corporate,2,1047.25,178.04,869.21,1738.42,0.0,PayPal,Delivered,5.0,Organic Search
TXN_19795,2022-11-13,2022,11,Q4,Fashion,Men Clothing,Latin America,Argentina,Returning Customer,2,483.0,28.36,454.64,909.28,0.0,Bank Transfer,Shipped,,Paid Ads
TXN_19796,2024-04-16,2024,4,Q2,Electronics,Laptops,Asia Pacific,India,New Customer,1,1299.54,119.75,1179.79,1179.79,0.0,PayPal,Delivered,5.0,Paid Ads
TXN_19797,2023-07-27,2023,7,Q3,Sports,Outdoor Gear,North America,Mexico,New Customer,1,149.97,10.16,139.81,139.81,6.46,Credit Card,Delivered,5.0,Paid Ads
TXN_19798,2023-07-07,2023,7,Q3,Home & Living,Decor,North America,Canada,Returning Customer,2,954.36,32.7,921.66,1843.32,0.0,Bank Transfer,Delivered,4.0,Organic Search
TXN_19799,2023-12-02,2023,12,Q4,Electronics,Smartphones,Asia Pacific,Japan,Returning Customer,1,969.89,52.56,917.33,917.33,0.0,PayPal,Delivered,5.0,Paid Ads
TXN_19800,2023-12-09,2023,12,Q4,Sports,Fitness Equipment,North America,Mexico,Corporate,2,1113.5,230.87,882.63,1765.26,0.0,COD,Delivered,4.0,Paid Ads
TXN_19801,2022-09-17,2022,9,Q3,Electronics,Smartphones,Asia Pacific,India,Returning Customer,1,166.91,4.19,162.72,162.72,20.52,Bank Transfer,Delivered,5.0,Organic Search
TXN_19802,2023-09-14,2023,9,Q3,Home & Living,Decor,Europe,France,New Customer,1,882.39,13.44,868.95,868.95,0.0,PayPal,Delivered,2.0,Email Campaign
TXN_19803,2023-12-24,2023,12,Q4,Electronics,Laptops,Latin America,Brazil,Returning Customer,2,1301.48,58.06,1243.42,2486.84,0.0,Credit Card,Delivered,4.0,Paid Ads
TXN_19804,2023-07-18,2023,7,Q3,Electronics,Audio,Latin America,Argentina,Returning Customer,1,742.01,17.19,724.82,724.82,0.0,COD,Delivered,4.0,Organic Search
TXN_19805,2022-08-07,2022,8,Q3,Sports,Outdoor Gear,North America,USA,Returning Customer,1,630.13,8.3,621.83,621.83,0.0,PayPal,Delivered,4.0,Organic Search
TXN_19806,2023-01-09,2023,1,Q1,Electronics,Laptops,Asia Pacific,India,Returning Customer,1,1979.41,188.38,1791.03,1791.03,0.0,Digital Wallet,Delivered,5.0,Referral
TXN_19807,2022-11-08,2022,11,Q4,Fashion,Men Clothing,North America,Canada,Returning Customer,2,72.75,2.66,70.09,140.18,10.76,COD,Delivered,4.0,Direct
TXN_19808,2024-03-16,2024,3,Q1,Home & Living,Furniture,North America,USA,New Customer,1,264.14,12.46,251.68,251.68,7.42,PayPal,Delivered,4.0,Paid Ads
TXN_19809,2022-03-19,2022,3,Q1,Electronics,Audio,Asia Pacific,India,Returning Customer,1,355.03,27.52,327.51,327.51,17.86,COD,Delivered,5.0,Social Media
TXN_19810,2023-07-10,2023,7,Q3,Electronics,Laptops,North America,Canada,Returning Customer,1,457.91,4.24,453.67,453.67,20.88,COD,Delivered,5.0,Paid Ads
TXN_19811,2024-09-30,2024,9,Q3,Electronics,Smartphones,Latin America,Chile,Returning Customer,1,1638.47,118.15,1520.32,1520.32,0.0,Bank Transfer,Cancelled,,Organic Search
TXN_19812,2024-04-03,2024,4,Q2,Fashion,Men Clothing,Asia Pacific,Singapore,Returning Customer,2,135.56,7.53,128.03,256.06,24.06,Bank Transfer,Delivered,5.0,Organic Search
TXN_19813,2024-03-01,2024,3,Q1,Fashion,Footwear,North America,Canada,New Customer,2,384.5,14.44,370.06,740.12,0.0,Digital Wallet,Delivered,4.0,Organic Search
TXN_19814,2022-01-11,2022,1,Q1,Sports,Sportswear,Latin America,Brazil,Returning Customer,3,426.31,31.03,395.28,1185.84,0.0,Digital Wallet,Delivered,3.0,Paid Ads
TXN_19815,2023-09-26,2023,9,Q3,Home & Living,Decor,North America,Mexico,New Customer,1,1497.31,144.19,1353.12,1353.12,0.0,Credit Card,Delivered,5.0,Paid Ads
TXN_19816,2022-05-31,2022,5,Q2,Fashion,Women Clothing,Latin America,Brazil,Returning Customer,1,188.36,5.44,182.92,182.92,24.43,PayPal,Shipped,,Email Campaign
TXN_19817,2023-05-14,2023,5,Q2,Fashion,Men Clothing,North America,Mexico,Returning Customer,1,87.86,8.18,79.68,79.68,19.91,Digital Wallet,Delivered,4.0,Paid Ads
TXN_19818,2023-08-09,2023,8,Q3,Home & Living,Kitchen,Asia Pacific,Singapore,New Customer,1,1329.16,70.25,1258.91,1258.91,0.0,PayPal,Delivered,5.0,Organic Search
TXN_19819,2022-02-10,2022,2,Q1,Fashion,Footwear,Latin America,Chile,New Customer,1,362.51,0.66,361.85,361.85,5.8,PayPal,Delivered,5.0,Paid Ads
TXN_19820,2023-04-08,2023,4,Q2,Home & Living,Bedding,North America,Canada,Returning Customer,2,134.34,6.9,127.44,254.88,19.32,PayPal,Delivered,4.0,Paid Ads
TXN_19821,2024-08-05,2024,8,Q3,Home & Living,Bedding,Latin America,Brazil,New Customer,1,1177.26,30.3,1146.96,1146.96,0.0,Credit Card,Delivered,4.0,Organic Search
TXN_19822,2023-03-06,2023,3,Q1,Home & Living,Furniture,Asia Pacific,Singapore,VIP Customer,2,676.97,153.35,523.62,1047.24,0.0,Credit Card,Delivered,3.0,Social Media
TXN_19823,2023-08-19,2023,8,Q3,Home & Living,Furniture,Latin America,Chile,New Customer,2,1119.18,43.85,1075.33,2150.66,0.0,Credit Card,Delivered,4.0,Organic Search
TXN_19824,2023-12-06,2023,12,Q4,Sports,Outdoor Gear,Europe,Netherlands,New Customer,1,287.3,28.41,258.89,258.89,10.62,COD,Delivered,4.0,Organic Search
TXN_19825,2024-10-28,2024,10,Q4,Electronics,Tablets,North America,Canada,Returning Customer,1,649.08,19.27,629.81,629.81,0.0,Credit Card,Delivered,4.0,Social Media
TXN_19826,2023-05-14,2023,5,Q2,Sports,Sportswear,Europe,France,VIP Customer,1,444.25,56.49,387.76,387.76,9.91,Bank Transfer,Shipped,,Referral
TXN_19827,2023-12-05,2023,12,Q4,Fashion,Women Clothing,Latin America,Brazil,New Customer,2,361.07,8.86,352.21,704.42,0.0,Credit Card,Delivered,3.0,Direct
TXN_19828,2024-02-25,2024,2,Q1,Fashion,Men Clothing,Latin America,Argentina,New Customer,1,316.49,16.22,300.27,300.27,5.9,PayPal,Delivered,5.0,Social Media
TXN_19829,2024-12-30,2024,12,Q4,Fashion,Men Clothing,North America,USA,Returning Customer,1,315.59,3.4,312.19,312.19,11.3,COD,Delivered,5.0,Social Media
TXN_19830,2023-12-22,2023,12,Q4,Home & Living,Furniture,Latin America,Argentina,Returning Customer,3,319.35,16.12,303.23,909.69,0.0,Bank Transfer,Delivered,3.0,Email Campaign
TXN_19831,2024-11-19,2024,11,Q4,Home & Living,Bedding,Latin America,Brazil,New Customer,1,1944.98,84.35,1860.63,1860.63,0.0,Credit Card,Delivered,5.0,Social Media
TXN_19832,2024-09-12,2024,9,Q3,Sports,Fitness Equipment,Europe,Germany,Corporate,5,644.96,102.25,542.71,2713.55,0.0,PayPal,Delivered,4.0,Social Media
TXN_19833,2022-04-20,2022,4,Q2,Home & Living,Furniture,North America,USA,New Customer,1,439.9,31.72,408.18,408.18,17.03,Credit Card,Delivered,5.0,Organic Search
TXN_19834,2024-02-22,2024,2,Q1,Home & Living,Kitchen,North America,Mexico,Returning Customer,1,1453.67,139.85,1313.82,1313.82,0.0,COD,Delivered,2.0,Paid Ads
TXN_19835,2023-07-27,2023,7,Q3,Electronics,Accessories,Europe,Germany,Corporate,1,1631.78,469.21,1162.57,1162.57,0.0,Bank Transfer,Delivered,5.0,Paid Ads
TXN_19836,2024-03-11,2024,3,Q1,Electronics,Audio,North America,Mexico,Returning Customer,1,1995.93,126.61,1869.32,1869.32,0.0,Credit Card,Delivered,5.0,Paid Ads
TXN_19837,2024-05-25,2024,5,Q2,Home & Living,Furniture,Europe,Germany,Returning Customer,2,794.14,12.33,781.81,1563.62,0.0,PayPal,Delivered,4.0,Social Media
TXN_19838,2023-03-06,2023,3,Q1,Sports,Sportswear,Europe,Germany,VIP Customer,1,210.76,27.77,182.99,182.99,11.34,Digital Wallet,Delivered,5.0,Organic Search
TXN_19839,2022-10-06,2022,10,Q4,Fashion,Accessories,North America,Canada,Returning Customer,1,313.85,23.68,290.17,290.17,11.34,Credit Card,Delivered,5.0,Organic Search
TXN_19840,2024-06-28,2024,6,Q2,Sports,Fitness Equipment,North America,Canada,New Customer,1,603.57,21.73,581.84,581.84,0.0,Digital Wallet,Processing,,Paid Ads
TXN_19841,2024-10-13,2024,10,Q4,Home & Living,Bedding,Latin America,Chile,New Customer,2,1162.91,54.1,1108.81,2217.62,0.0,COD,Delivered,5.0,Social Media
TXN_19842,2024-08-23,2024,8,Q3,Sports,Fitness Equipment,Europe,UK,Returning Customer,1,422.1,10.73,411.37,411.37,24.05,PayPal,Delivered,4.0,Direct
TXN_19843,2024-10-13,2024,10,Q4,Electronics,Laptops,North America,USA,Returning Customer,1,814.04,34.61,779.43,779.43,0.0,PayPal,Delivered,4.0,Paid Ads
TXN_19844,2023-11-17,2023,11,Q4,Sports,Outdoor Gear,Latin America,Argentina,Returning Customer,1,548.22,27.49,520.73,520.73,0.0,COD,Delivered,5.0,Social Media
TXN_19845,2023-05-12,2023,5,Q2,Fashion,Accessories,Latin America,Chile,New Customer,1,28.77,2.16,26.61,26.61,16.35,Digital Wallet,Delivered,4.0,Organic Search
TXN_19846,2024-01-04,2024,1,Q1,Electronics,Smartphones,North America,USA,VIP Customer,1,1071.77,237.69,834.08,834.08,0.0,Bank Transfer,Delivered,2.0,Organic Search
TXN_19847,2022-04-25,2022,4,Q2,Fashion,Footwear,Europe,UK,Returning Customer,1,62.39,5.31,57.08,57.08,6.4,Credit Card,Delivered,3.0,Organic Search
TXN_19848,2022-01-22,2022,1,Q1,Sports,Outdoor Gear,Europe,France,Returning Customer,1,544.49,16.47,528.02,528.02,0.0,COD,Delivered,4.0,Paid Ads
TXN_19849,2023-10-20,2023,10,Q4,Home & Living,Kitchen,Europe,France,Returning Customer,1,512.7,3.53,509.17,509.17,0.0,Credit Card,Delivered,4.0,Email Campaign
TXN_19850,2024-06-23,2024,6,Q2,Fashion,Footwear,Europe,Netherlands,New Customer,1,248.63,2.44,246.19,246.19,15.43,PayPal,Delivered,3.0,Social Media
TXN_19851,2023-01-18,2023,1,Q1,Sports,Outdoor Gear,Latin America,Chile,New Customer,1,467.31,45.31,422.0,422.0,24.31,Digital Wallet,Delivered,2.0,Organic Search
TXN_19852,2023-12-29,2023,12,Q4,Electronics,Laptops,Asia Pacific,Japan,New Customer,2,838.53,60.89,777.64,1555.28,0.0,COD,Delivered,4.0,Email Campaign
TXN_19853,2023-01-25,2023,1,Q1,Home & Living,Bedding,North America,Canada,Returning Customer,1,1146.95,21.07,1125.88,1125.88,0.0,COD,Delivered,4.0,Paid Ads
TXN_19854,2022-02-13,2022,2,Q1,Electronics,Tablets,North America,USA,New Customer,1,1248.04,30.18,1217.86,1217.86,0.0,COD,Delivered,5.0,Organic Search
TXN_19855,2023-10-03,2023,10,Q4,Home & Living,Furniture,Asia Pacific,Japan,New Customer,1,1081.35,30.22,1051.13,1051.13,0.0,Bank Transfer,Delivered,4.0,Organic Search
TXN_19856,2024-01-12,2024,1,Q1,Home & Living,Bedding,Asia Pacific,Japan,New Customer,1,488.61,8.94,479.67,479.67,16.82,Credit Card,Delivered,5.0,Paid Ads
TXN_19857,2022-11-19,2022,11,Q4,Electronics,Laptops,Latin America,Chile,New Customer,1,1051.39,61.43,989.96,989.96,0.0,PayPal,Delivered,3.0,Email Campaign
TXN_19858,2024-10-23,2024,10,Q4,Fashion,Women Clothing,North America,USA,VIP Customer,2,228.91,41.38,187.53,375.06,16.05,Bank Transfer,Returned,,Organic Search
TXN_19859,2022-10-05,2022,10,Q4,Home & Living,Furniture,North America,USA,New Customer,1,1064.07,23.84,1040.23,1040.23,0.0,COD,Delivered,4.0,Social Media
TXN_19860,2022-03-08,2022,3,Q1,Sports,Fitness Equipment,Europe,Germany,VIP Customer,1,592.84,116.14,476.7,476.7,21.97,Digital Wallet,Delivered,2.0,Paid Ads
TXN_19861,2022-02-16,2022,2,Q1,Home & Living,Kitchen,Asia Pacific,India,Returning Customer,2,1198.59,61.1,1137.49,2274.98,0.0,PayPal,Delivered,5.0,Social Media
TXN_19862,2023-07-26,2023,7,Q3,Electronics,Laptops,North America,USA,New Customer,1,2120.47,130.3,1990.17,1990.17,0.0,COD,Delivered,3.0,Social Media
TXN_19863,2024-12-05,2024,12,Q4,Electronics,Audio,Asia Pacific,Australia,Corporate,2,2710.37,491.51,2218.86,4437.72,0.0,PayPal,Delivered,2.0,Social Media
TXN_19864,2024-09-27,2024,9,Q3,Fashion,Footwear,Europe,Netherlands,VIP Customer,1,23.59,3.63,19.96,19.96,5.89,Digital Wallet,Delivered,5.0,Organic Search
TXN_19865,2022-11-19,2022,11,Q4,Electronics,Tablets,North America,Canada,Returning Customer,1,2295.2,220.59,2074.61,2074.61,0.0,PayPal,Returned,,Email Campaign
TXN_19866,2023-10-11,2023,10,Q4,Fashion,Women Clothing,Asia Pacific,Australia,Returning Customer,1,215.48,18.11,197.37,197.37,14.3,PayPal,Delivered,4.0,Paid Ads
TXN_19867,2022-01-30,2022,1,Q1,Sports,Outdoor Gear,North America,USA,New Customer,1,362.42,17.61,344.81,344.81,16.14,COD,Delivered,3.0,Organic Search
TXN_19868,2023-02-21,2023,2,Q1,Fashion,Accessories,Europe,Netherlands,Returning Customer,1,125.65,10.27,115.38,115.38,6.92,PayPal,Delivered,4.0,Paid Ads
TXN_19869,2024-08-24,2024,8,Q3,Electronics,Accessories,Europe,Netherlands,New Customer,1,601.73,32.63,569.1,569.1,0.0,Credit Card,Delivered,5.0,Paid Ads
TXN_19870,2022-09-09,2022,9,Q3,Electronics,Audio,Asia Pacific,Australia,Returning Customer,1,1115.22,59.54,1055.68,1055.68,0.0,Credit Card,Delivered,5.0,Paid Ads
TXN_19871,2024-01-02,2024,1,Q1,Electronics,Laptops,North America,Mexico,Returning Customer,2,1706.2,49.38,1656.82,3313.64,0.0,COD,Delivered,5.0,Paid Ads
TXN_19872,2022-02-16,2022,2,Q1,Home & Living,Furniture,Europe,France,Returning Customer,1,1212.97,112.68,1100.29,1100.29,0.0,Digital Wallet,Delivered,3.0,Organic Search
TXN_19873,2024-11-11,2024,11,Q4,Sports,Fitness Equipment,Asia Pacific,Singapore,Corporate,1,268.91,44.75,224.16,224.16,9.24,PayPal,Delivered,3.0,Paid Ads
TXN_19874,2022-11-17,2022,11,Q4,Home & Living,Furniture,Europe,Netherlands,New Customer,1,1720.09,42.29,1677.8,1677.8,0.0,Bank Transfer,Delivered,5.0,Direct
TXN_19875,2023-09-10,2023,9,Q3,Sports,Fitness Equipment,Asia Pacific,Japan,Returning Customer,1,180.77,12.31,168.46,168.46,20.56,Credit Card,Shipped,,Organic Search
TXN_19876,2022-07-16,2022,7,Q3,Fashion,Accessories,Asia Pacific,Singapore,VIP Customer,1,336.83,51.93,284.9,284.9,6.22,Digital Wallet,Delivered,4.0,Social Media
TXN_19877,2022-03-06,2022,3,Q1,Sports,Sportswear,Europe,Germany,VIP Customer,1,412.1,79.56,332.54,332.54,12.61,COD,Delivered,5.0,Social Media
TXN_19878,2023-10-17,2023,10,Q4,Electronics,Smartphones,North America,USA,Returning Customer,1,1434.56,99.77,1334.79,1334.79,0.0,Credit Card,Delivered,5.0,Paid Ads
TXN_19879,2023-08-15,2023,8,Q3,Electronics,Accessories,Asia Pacific,Australia,Returning Customer,2,1098.43,11.58,1086.85,2173.7,0.0,PayPal,Delivered,4.0,Social Media
TXN_19880,2022-12-22,2022,12,Q4,Home & Living,Decor,North America,Canada,VIP Customer,1,2104.86,231.66,1873.2,1873.2,0.0,PayPal,Delivered,5.0,Organic Search
TXN_19881,2023-10-11,2023,10,Q4,Fashion,Men Clothing,North America,Mexico,New Customer,1,409.12,17.91,391.21,391.21,17.04,COD,Delivered,5.0,Social Media
TXN_19882,2024-06-24,2024,6,Q2,Electronics,Audio,Asia Pacific,India,VIP Customer,1,2041.64,295.73,1745.91,1745.91,0.0,Credit Card,Delivered,5.0,Organic Search
TXN_19883,2022-01-24,2022,1,Q1,Fashion,Accessories,Europe,Germany,VIP Customer,1,174.78,39.47,135.31,135.31,5.88,Digital Wallet,Delivered,4.0,Organic Search
TXN_19884,2024-10-07,2024,10,Q4,Sports,Outdoor Gear,North America,Canada,New Customer,1,556.4,44.69,511.71,511.71,0.0,COD,Delivered,2.0,Direct
TXN_19885,2022-03-18,2022,3,Q1,Electronics,Audio,Europe,Germany,Returning Customer,2,1701.87,133.71,1568.16,3136.32,0.0,PayPal,Delivered,5.0,Social Media
TXN_19886,2024-04-17,2024,4,Q2,Fashion,Men Clothing,Asia Pacific,Australia,VIP Customer,2,252.71,42.86,209.85,419.7,19.53,Credit Card,Delivered,4.0,Paid Ads
TXN_19887,2024-05-09,2024,5,Q2,Electronics,Accessories,North America,Mexico,New Customer,1,749.69,46.23,703.46,703.46,0.0,Bank Transfer,Delivered,5.0,Email Campaign
TXN_19888,2022-09-20,2022,9,Q3,Home & Living,Bedding,Europe,Germany,New Customer,1,1453.36,106.22,1347.14,1347.14,0.0,PayPal,Delivered,5.0,Email Campaign
TXN_19889,2023-10-29,2023,10,Q4,Home & Living,Decor,Europe,UK,VIP Customer,1,787.64,149.39,638.25,638.25,0.0,Digital Wallet,Delivered,4.0,Social Media
TXN_19890,2022-01-18,2022,1,Q1,Electronics,Smartphones,Latin America,Brazil,VIP Customer,1,1382.75,280.25,1102.5,1102.5,0.0,Bank Transfer,Delivered,5.0,Social Media
TXN_19891,2023-12-06,2023,12,Q4,Electronics,Smartphones,Latin America,Chile,Corporate,1,2831.65,459.73,2371.92,2371.92,0.0,Digital Wallet,Delivered,5.0,Organic Search
TXN_19892,2022-01-30,2022,1,Q1,Sports,Fitness Equipment,Asia Pacific,India,Returning Customer,1,664.69,44.48,620.21,620.21,0.0,COD,Delivered,5.0,Email Campaign
TXN_19893,2024-08-30,2024,8,Q3,Home & Living,Kitchen,Europe,UK,New Customer,1,497.08,2.21,494.87,494.87,22.46,Digital Wallet,Delivered,5.0,Direct
TXN_19894,2023-08-20,2023,8,Q3,Fashion,Women Clothing,Europe,UK,New Customer,1,431.38,4.37,427.01,427.01,19.81,Bank Transfer,Delivered,2.0,Social Media
